sku	virtual	downloadable	rating_count	average_rating	total_sales	tax_status	tax_class	post_author	post_date	post_date_gmt	post_content	post_title	post_excerpt	post_status	comment_status	ping_status	post_password	post_name	post_modified	post_modified_gmt	post_content_filtered	post_parent	guid	menu_order	post_type	post_mime_type	comment_count
	0	0	0																								
13412	0	0	0	0	0	taxable		2	2018-04-18 21:03:27	2018-04-18 19:03:27		Jean-Paul Brun Beaujolais L'Ancien 2016	L'Ancien est une cuv‚e vinifi‚e selon la m‚thode traditionnelle bourguignonne, afin d'obtenir un vin sur des ar“mes de petits fruits rouges bien m–rs, voire cuits, des tanins doux, et beaucoup d'harmonie avec un alcool l‚ger...ÿUn vin comme autrefois !	publish	closed	closed		jean-paul-brun-beaujolais-lancien-2016	2020-07-10 09:30:03	2020-07-10 07:30:03		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4740	0	product		0
14632	0	0	0	0	0	taxable		2	2018-04-18 21:29:50	2018-04-18 19:29:50		Jean-Paul Brun Saint-Amour 2017	Plant‚ sur un terroir granitique silicieux, le gamay d‚voile ici des ar“mes d‚licats et fruit‚s, soutenus par une ‚l‚gante min‚ralit‚. La bouche est … la fois tendre et croquante.ÿUn trŠs beau Saint-Amour !	publish	closed	closed		jean-paul-brun-saint-amour-2017	2020-08-27 15:55:01	2020-08-27 13:55:01		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4748	0	product		0
15315	0	0	0	0	0	taxable		2	2018-04-18 21:33:24	2018-04-18 19:33:24		Domaine de Montgilet Anjou Blanc 2016	Sec et gras, cet Anjou blanc s'illustre autant par sa fraŒcheur que par une ‚tonnante finesse aromatique. Celle-ci est domin‚e par des ar“mes de fruits blancs, la guimauve, la pƒte de mirabelle, le bois s'impose ensuite en mˆme temps que l'abricot confit. La bouche s'affirme d'embl‚e soyeuse, avec un ‚quilibre alcool acidit‚ trŠs r‚ussi.	publish	closed	closed		domaine-de-montgilet-anjou-blanc-2016	2020-05-26 15:35:03	2020-05-26 13:35:03		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4749	0	product		0
13627	0	0	0	0	2	taxable		2	2018-04-18 21:37:27	2018-04-18 19:37:27		Domaine de Montgilet Anjou Rouge Les Yvonnais 2015	Cette cuv‚eÿLes Yvonnaisÿs'ouvre sur des ar“mes concentr‚s de baies noires m–res et d'‚pices. Un rouge de Loire vieilli en barriques qui pr‚sente des tanins fins et longs en bouche, avec du gras et du volume. Beaucoup de charme et d'‚l‚gance pour cette bouteille!	publish	closed	closed		domaine-de-montgilet-anjou-rouge-2016	2020-05-09 16:27:08	2020-05-09 14:27:08		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4750	0	product		0
14184	0	0	0	0	0	taxable		2	2018-04-18 21:44:46	2018-04-18 19:44:46		Domaine de Montgilet Coteaux de l'Aubance Les Trois Schistes 2016	· la profondeur et … l'intensit‚ de sa robe d'or, brillante et limpide, r‚pond un nez complexe et gourmand, o— se mˆlent miel d'acacia, gel‚e de coings et poire s‚ch‚e. AprŠs une attaque intense et fringante, le palais impose sa g‚n‚rosit‚ et son ‚l‚gance autour d'ar“mes de zeste d'orange soulign‚s par un l‚ger bois‚. La longue finale signe un vin finement cisel‚.	publish	closed	closed		domaine-de-montgilet-coteaux-de-laubance-les-trois-schistes-2016	2020-08-08 10:15:01	2020-08-08 08:15:01		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4752	0	product		0
15429	0	0	0	0	7	taxable		2	2018-04-18 21:49:35	2018-04-18 19:49:35		Domaine de Montgilet Coteaux de l'Aubance 2017	Ce Coteaux de l'Aubance ne cherche pas la concentration des sucres mais bien la fraŒcheur. L'‚quilibre entre sucre, acidit‚ et min‚ralit‚ est remarquable. C'est un vin ‚l‚gant, sans lourdeur, qui enveloppe un fruit‚ gourmand.	publish	closed	closed		domaine-de-montgilet-coteaux-de-laubance-2017	2020-08-22 09:00:10	2020-08-22 07:00:10		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4753	0	product		0
16132	0	0	0	0	0	taxable		2	2018-04-18 21:55:53	2018-04-18 19:55:53		Domaine de Montgilet Vin de France Grolleau 2019	C'est un vin de soif, l‚ger et ‚pic‚.ÿLe Grolleauÿest un vin de copains, tout en facilit‚ et en gourmandise.	publish	closed	closed		domaine-de-montgilet-vin-de-france-grolleau-2019	2020-08-25 09:30:13	2020-08-25 07:30:13		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4755	0	product		0
14680	0	0	0	0	6	taxable		2	2018-04-18 22:06:42	2018-04-18 20:06:42		Domaine Saint-Nicolas Fiefs Vend‚ens Blanc Le Haut des Clous 2017	LeÿHaut des Clousÿd‚ploie une matiŠre robuste, franche et d'une superbe persistance. C'est un blanc intense, min‚ral, sur les fruits confits, … la finale ample, grasse et accompagn‚e d'une subtile pointe sucr‚e.	publish	closed	closed		domaine-saint-nicolas-fiefs-vendeens-blanc-le-haut-des-clous-2017	2020-08-08 17:45:03	2020-08-08 15:45:03		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4757	0	product		0
15859	0	0	0	0	0	taxable		2	2018-04-18 22:12:03	2018-04-18 20:12:03		Domaine Saint-Nicolas Fiefs Vend‚ens Rouge Cuv‚e Jacques 2016	LaÿCuv‚e Jacquesÿest un rouge de Loire joliment fruit‚, s'ouvrant au nez sur des notes ‚voquant les fruits des bois, subtiles et bien d‚finies. Un vin souple et soyeux, sur le fruit, dot‚ d'une finale … la fois ferme et persistante.	publish	closed	closed		domaine-saint-nicolas-fiefs-vendeens-rouge-cuvee-jacques-2016	2020-07-30 11:35:03	2020-07-30 09:35:03		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4758	0	product		0
16229	0	0	0	0	0	taxable		2	2018-04-18 22:15:13	2018-04-18 20:15:13		Domaine Saint-Nicolas Fiefs Vend‚ens Rouge Reflets 2018	Offrant … l'oeil une jolie robe d'un rubis tendre,ÿRefletsÿpropose un bouquetÿsur de fines notes fruit‚es et ‚pic‚es. Un rouge … la bouche fine et croquante, dot‚e d'une ‚l‚gance toute lig‚rienne, avec de la fraŒcheur et beaucoup de typicit‚.ÿUne cuv‚e charmeuse et envo–tante.	publish	closed	closed		domaine-saint-nicolas-fiefs-vendeens-rouge-reflets-2018	2020-08-13 10:45:03	2020-08-13 08:45:03		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4759	0	product		0
14302	0	0	0	0	7	taxable		2	2018-04-19 13:03:31	2018-04-19 11:03:31		Chƒteau de La LiquiŠre Pays d'H‚rault Blanc A Mi Chemin 2017	Un vin plein d'‚clat et de fraŒcheur, aux notes d'agrumes et de fleurs blanches.	publish	closed	closed		chateau-de-la-liquiere-pays-dherault-blanc-a-mi-chemin-2017	2020-08-22 09:00:06	2020-08-22 07:00:06		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4776	0	product		0
16072	0	0	0	0	0	taxable		2	2018-04-19 13:14:36	2018-04-19 11:14:36		Clos du Mont-Olivet Lirac Ros‚ Farel 2019	Ce vin est le r‚sultat de la rencontre de deux mondes. En effet, l'‚tiquette du vin a ‚t‚ r‚alis‚e par le peintre Pierre Farel. En accord avec l'artiste, le domaine a cherch‚ … cr‚er un vin de caractŠre tout en conservant finesse et fraŒcheur.	publish	closed	closed		clos-du-mont-olivet-cotes-du-rhone-rose-farel-2019	2020-08-27 10:20:37	2020-08-27 08:20:37		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4778	0	product		0
14300	0	0	0	0	18	taxable		2	2018-04-19 13:19:00	2018-04-19 11:19:00		Clos du Mont-Olivet Vin de France La Sabonite	A forte dominante de Grenache la Sabonite est issue du tri de la vendange de Chƒteauneuf-du-Pape ( appel‚ le ® rƒp‚ ¯) assembl‚ avec les raisins provenant des parcelles en vin de table. Son autre particularit‚ est qu'il r‚sulte de l'assemblage de divers mill‚simes ‚lev‚s en cuves et en foudres.	publish	closed	closed		clos-du-mont-olivet-vin-de-france-la-sabonite	2020-08-20 18:05:03	2020-08-20 16:05:03		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4779	0	product		0
13096	0	0	0	0	1	taxable		2	2018-04-19 13:29:50	2018-04-19 11:29:50		Maurice Schoech Cr‚mant d'Alsace Brut Ros‚ Bulles de Granite	Une parcelle de Pinot Noir en coteaux granitiques expos‚e Nord sert de base pour ‚laborer ce cr‚mant … la couleur saumon‚e. Son nez est marqu‚ par des notes de fruits rouges, sa bouche est corpulente et son faible dosage amŠne une finale droite et persistante!	publish	closed	closed		maurice-schoech-cremant-dalsace-brut-rose-bulles-de-granite	2020-08-20 15:35:02	2020-08-20 13:35:02		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4780	0	product		0
16564	0	0	0	0	3	taxable		2	2018-04-19 13:41:51	2018-04-19 11:41:51		Paul Ginglinger Pinot Blanc 2017	Issu d'un assemblage complexe entre diff‚rentes parcelles, c'est un vin trŠs charmeur.ÿLe bouquet mˆle … la fois; la poire, le citron, la vanille et les fleurs blanches. L'attaque en bouche est croquante avec une belle fraŒcheur.	publish	closed	closed		paul-ginglinger-pinot-blanc-2017	2020-08-27 16:45:03	2020-08-27 14:45:03		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4782	0	product		0
13754	0	0	0	0	0	taxable		2	2018-04-19 13:45:11	2018-04-19 11:45:11		Maurice Schoech Pinot Gris Vendanges Tardives 2015	Vendang‚ en un seul passage, les raisins de Pinot Gris … la peau d‚licate sont propices au passerillage et r‚colt‚s dŠs la fin des vendanges. Au nez se d‚gagent des notes fum‚es et confites soulign‚es en bouche par une belle suavit‚ et un ‚quilibre parfait.	publish	closed	closed		maurice-schoech-pinot-gris-vendanges-tardives-2015	2020-07-27 14:25:03	2020-07-27 12:25:03		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4783	0	product		0
15734	0	0	0	0	0	taxable		2	2018-04-19 13:46:52	2018-04-19 11:46:52		Maurice Schoech Riesling Vendanges Tardives 2017	"Ces raisins ont ‚t‚ r‚colt‚s en trois tris avec une proportion importante de pourriture noble.
Doux et vif … la fois, aux ar“mes de fruit et d'agrumes confits rehauss‚ d'une note de min‚ralit‚."	publish	closed	closed		maurice-schoech-riesling-vendanges-tardives-2017	2020-08-20 09:30:12	2020-08-20 07:30:12		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4784	0	product		0
15448	0	0	0	0	1	taxable		2	2018-04-19 13:48:57	2018-04-19 11:48:57		Maurice Schoech Pinot Auxerrois Vieilles Vignes 2018	Il fait parti des premiers raisins vendang‚s et les parcelles sont ƒg‚es de plus de 35 ans. Ce vin allie fraŒcheur et souplesse.	publish	closed	closed		maurice-schoech-pinot-auxerrois-2018	2020-06-23 18:45:02	2020-06-23 16:45:02		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4785	0	product		0
15881	0	0	0	0	0	taxable		2	2018-04-19 13:52:18	2018-04-19 11:52:18		Maurice Schoech Gewurztraminer 2018	Ce sont des vignes ƒg‚es situ‚es autour d'Ammerschwihr qui donnent naissance … ce gewurztraminer. D‚veloppant d'intenses ar“mes d'‚pices et de fleurs, c'est un vin puissant et s‚ducteur, l‚gŠrement moelleux.	publish	closed	closed		maurice-schoech-gewurztraminer-2018	2020-08-27 17:55:02	2020-08-27 15:55:02		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4786	0	product		0
15731	0	0	0	0	3	taxable		2	2018-04-19 13:56:47	2018-04-19 11:56:47		Maurice Schoech Pinot Gris 2018	Il est produit pour moiti‚ sur les coteaux granitiques. Charpent‚, long en bouche, il pr‚sente des ar“mes complexes de sous-bois l‚gŠrement fum‚s.	publish	closed	closed		maurice-schoech-pinot-gris-2018	2020-08-27 17:55:02	2020-08-27 15:55:02		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4788	0	product		0
15316	0	0	0	0	2	taxable		2	2018-04-19 13:59:04	2018-04-19 11:59:04		Maurice Schoech Pinot Noir 2018	Un Pinot Noir sur le fruit avec une couleur chatoyante et des tanins souples.	publish	closed	closed		maurice-schoech-pinot-noir-2018	2020-08-08 10:55:03	2020-08-08 08:55:03		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4789	0	product		0
15732	0	0	0	0	0	taxable		2	2018-04-19 14:25:00	2018-04-19 12:25:00		Maurice Schoech Riesling 2018	Un Riesling plein de fruits frais, sec et rac‚ et dot‚ d'une grande profondeur. Le c“t‚ pierre … fusil typique du c‚page est trŠs bien repr‚sent‚.	publish	closed	closed		maurice-schoech-riesling-2018	2020-08-24 18:15:03	2020-08-24 16:15:03		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4790	0	product		0
14599	0	0	0	0	0	taxable		2	2018-04-19 14:31:41	2018-04-19 12:31:41		Maurice Schoech Pinot Noir PiŠce de Chˆne 2016	Cette cuv‚e est issue d'une s‚lection des plus vieilles parcelles de Pinot Noir du domaine situ‚es sur le terroir granitique d'Ammerschwihr. AprŠs une mac‚ration de 10 jours, ce vin est ‚lev‚ en PiŠces de Chˆne de deux vins pendant une dur‚e de 12 mois. Des notes de fruits rouge au nez soulign‚es par une touche vanill‚e. La bouche est structur‚e et dense.	publish	closed	closed		maurice-schoech-pinot-noir-piece-de-chene-2016	2020-07-07 17:05:02	2020-07-07 15:05:02		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4791	0	product		0
15733	0	0	0	0	19	taxable		2	2018-04-19 14:35:01	2018-04-19 12:35:01		Maurice Schoech Riesling Grand Cru Kaefferkopf 2018	Ce vin provient de deux parcelles id‚alement situ‚es une sur le granit et l'autre sur une lentille de grŠs. La roche mŠre ne se trouve parfois qu'… 30 cm de profondeur. Les racines plongent ici au plus profond des failles et c'est de ce sol que ce vin tire son caractŠre unique: nez d‚licat d'agrumes, fraŒcheur et matiŠre soyeuse en bouche avec une finale longue et droite.	publish	closed	closed		maurice-schoech-riesling-grand-cru-kaefferkopf-2018	2020-07-07 17:05:03	2020-07-07 15:05:03		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4792	0	product		0
15730	0	0	0	0	0	taxable		2	2018-04-19 14:37:49	2018-04-19 12:37:49		Maurice Schoech Pinot Gris Grand Cru Schlossberg 2017	Nez juv‚nile sur les fruits blancs, le froment et une toute petite touche de sous-bois qui lui apporte de la complexit‚. Profil « sec mais ‚lanc‚, cristallin avec de la mƒche et finalement assez facile … appr‚hender avec son cot‚ imm‚diat. Ce couple c‚page/terroir est assez rare et c'est l… une v‚ritable r‚ussite.	publish	closed	closed		maurice-schoech-pinot-gris-grand-cru-schlossberg-2017	2020-07-30 18:25:03	2020-07-30 16:25:03		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4793	0	product		0
12771	0	0	0	0	0	taxable		2	2018-04-19 14:41:18	2018-04-19 12:41:18		Maurice Schoech Riesling Grand Cru Rangen de Thann 2014	Nez sur la pierre, des touches fum‚es, de la rose pour son cot‚ floral. Bouche trŠs tactile sur une min‚ralit‚ fine une structure acide d'une construction ‚vidente. Un vin qui passe sans heurt avec de la force tout en restant d‚licat.	publish	closed	closed		maurice-schoech-riesling-grand-cru-rangen-de-thann-2016	2018-06-23 17:20:02	2018-06-23 15:20:02		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4794	0	product		0
3568	0	0	0	0	10	taxable		2	2018-04-19 14:48:15	2018-04-19 12:48:15		Emile Boeckel Cr‚mant Brut Ros‚	Un cr‚mant … base de pinot noir, vin p‚tillant vif et d‚licat. Bulles fines.	publish	closed	closed		emile-boeckel-cremant-brut-rose	2020-08-24 17:35:02	2020-08-24 15:35:02		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4795	0	product		0
	0	0	0																								
14506	0	0	0	0	0	taxable		2	2018-04-19 14:56:05	2018-04-19 12:56:05		Domaine Peyre Rose Clos des Cistes 2008	Dominante de Syrah avec une pointe de Grenache, Le Clos des Cistes offre des ar“mes intenses de cassis, d'herbe fraŒche et d'‚pices exotiques. Parfum‚, complexe et structur‚, avec une richesse charpent‚e, c'est un trŠs grand Languedoc.	publish	closed	closed		domaine-peyre-rose-clos-des-cistes-2008	2020-07-16 09:30:05	2020-07-16 07:30:05		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4797	0	product		0
15811	0	0	0	0	3	taxable		2	2018-04-19 15:17:59	2018-04-19 13:17:59		Domaine de la MonardiŠre Vacqueyras Les Deux Monardes 2017	Pr‚c‚d‚ par une belle robe carmin, il exhale des notes de prune avec des nuances de tabac. Le corps est ample, bien d‚coup‚, avec une assise tannique trŠs savoureuse.	publish	closed	closed		domaine-de-la-monardiere-vacqueyras-les-deux-monardes-2017	2020-08-27 15:15:02	2020-08-27 13:15:02		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4799	0	product		0
16342	0	0	0	0	1	taxable		2	2018-05-03 11:37:55	2018-05-03 09:37:55		Chƒteau Turcaud Bordeaux Ros‚ 2019	"<div id=""wrapper"">
<div id=""container-wrapper"">
<div id=""content-wrapper"">
<div class=""contenu""><section id=""vue"">
<div class=""wysiwyg"">

Robe d'un joli rose melon trŠs pƒle et brillant. Belle fraŒcheur aromatique, avec des notes acidul‚es, sur le bonbon anglais et d'agrumes. La forte majorit‚ des c‚pages cabernets apporte beaucoup de fraŒcheur et de vivacit‚ en bouche.

</div>
</section></div>
</div>
</div>
</div>
<footer>
<div id=""footer-wrapper"">
<div id=""footer-container""></div>
</div>
</footer>"	publish	closed	closed		chateau-turcaud-rose-2019	2020-08-26 15:45:02	2020-08-26 13:45:02		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4858	0	product		0
16292	0	0	0	0	11	taxable		2	2018-05-03 12:46:23	2018-05-03 10:46:23		Philippe Nusswitz Duch‚ d'UzŠs Or‚nia Ros‚ 2019	"<div id=""wrapper"">
<div id=""container-wrapper"">
<div id=""content-wrapper"">
<div class=""contenu""><section id=""vue"">
<div class=""wysiwyg"">

L'assemblage d'un peu plus de grenache … de la syrah donne … ce ros‚ gourmand des ar“mes frais de petits fruits rouges, d'amande et de pamplemousse rose et un bel ‚quilibre de fraŒcheur et de corps. Une robe p‚tale de rose clair, des notes fruit‚es et une bouche soyeuse fera de ce ros‚ un vin … boire dŠs ce printemps mais qui se d‚gustera toute l'ann‚e.

</div>
</section></div>
</div>
</div>
</div>
<footer>
<div id=""footer-wrapper"">
<div id=""footer-container""></div>
</div>
</footer>"	publish	closed	closed		philippe-nusswitz-duche-uzes-orenia-rose-2019	2020-08-25 15:55:03	2020-08-25 13:55:03		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4860	0	product		0
15307	0	0	0	0	29	taxable		2	2018-05-03 12:49:00	2018-05-03 10:49:00		Philippe Nusswitz Duch‚ d'UzŠs Or‚nia Rouge 2017	"<div id=""wrapper"">
<div id=""container-wrapper"">
<div id=""content-wrapper"">
<div class=""contenu""><section id=""vue"">
<div class=""wysiwyg"">

Un vin gourmand, des ar“mes de fruits rouges m–rs, de r‚glisse et d'‚pices douces sur un corps g‚n‚reux tout en gardant une belle fraŒcheur. Des tanins pr‚sents mais souples permettent de l'appr‚cier dans sa jeunesse, mais son potentiel de garde est de 3 … 5 ans.

</div>
</section></div>
</div>
</div>
</div>
<footer>
<div id=""footer-wrapper"">
<div id=""footer-container""></div>
</div>
</footer>"	publish	closed	closed		philippe-nusswitz-duche-uzes-orenia-rouge-2017	2020-08-26 18:25:02	2020-08-26 16:25:02		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4861	0	product		0
16047	0	0	0	0	12	taxable		2	2018-05-03 12:52:23	2018-05-03 10:52:23		Philippe Nusswitz Duch‚ d'UzŠs Or‚nia Blanc 2018	"<div id=""wrapper"">
<div id=""container-wrapper"">
<div id=""content-wrapper"">
<div class=""contenu""><section id=""vue"">
<div class=""wysiwyg"">

ÿOrenia Blanc est un vin aromatique et sec. Aux notes d'abricot typique du viognier, se mˆlent des parfums de menthe, de fleurs et une fin de bouche rappelant la r‚glisse, caract‚ristique de la Roussanne.

</div>
</section></div>
</div>
</div>
</div>
<footer>
<div id=""footer-wrapper"">
<div id=""footer-container""></div>
</div>
</footer>"	publish	closed	closed		philippe-nusswitz-duche-uzes-orenia-blanc-2018	2020-08-27 09:30:14	2020-08-27 07:30:14		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4862	0	product		0
16255	0	0	0	0	4	taxable		2	2018-05-03 12:58:34	2018-05-03 10:58:34		Chƒteau Ollieux Romanis CorbiŠres Ros‚ Classique 2019	"<div id=""wrapper"">
<div id=""container-wrapper"">
<div id=""content-wrapper"">
<div class=""contenu""><section id=""vue"">
<div class=""wysiwyg"">

Un trŠs joli ros‚ des CorbiŠres, … la robe trŠs claire et ‚tincelante. Le nez, lui aussi exprime la fraicheur acidul‚e des agrumes et la menthe poivr‚e. La bouche est encore une fois rafraichissante, avec une belle acidit‚ et des fruits acidul‚s.

</div>
</section></div>
</div>
</div>
</div>
<footer>
<div id=""footer-wrapper"">
<div id=""footer-container""></div>
</div>
</footer>"	publish	closed	closed		chateau-ollieux-romanis-corbieres-rose-classique-2019	2020-07-20 17:47:47	2020-07-20 15:47:47		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4863	0	product		0
16274	0	0	0	0	13	taxable		2	2018-05-03 13:09:18	2018-05-03 11:09:18		Mourgues du GrŠs CostiŠres de NŒmes Capitelles Ros‚ 2018	<div>Ample et concentr‚ sur les fruits rouges frais, l‚gŠrement brioch‚ et mie de pain. L'attaque en bouche est ‚l‚gante et charnue. Bel ‚quilibre sur la min‚ralit‚ et beaucoup de volume sur le fruit (groseille) avec des nuances d'‚pices et de noisettes grill‚es.</div>	publish	closed	closed		mourgues-du-gres-costieres-de-nimes-capitelles-rose-2018	2020-08-04 18:55:02	2020-08-04 16:55:02		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4865	0	product		0
16148	0	0	0	0	1	taxable		2	2018-05-03 13:20:05	2018-05-03 11:20:05		Chƒteau De La Selve IGP Coteaux de l'ArdŠche Maguelonne Ros‚ 2019	"<div>

Un ros‚ min‚ral, fruit‚ et d'une grande fraŒcheur. Le nez est fin, aromatique, fruit‚ avec des ar“mes de fruits rouge et blanc et une note florale. La bouche est min‚rale, d'une belle fraŒcheur et d'une belle finesse.

</div>"	publish	closed	closed		chateau-de-la-selve-igp-coteaux-de-lardeche-maguelonne-rose-2019	2020-08-27 09:30:15	2020-08-27 07:30:15		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4867	0	product		0
	0	0	0																								
16149	0	0	0	0	33	taxable		2	2018-05-03 13:45:43	2018-05-03 11:45:43		Triennes IGP M‚diterran‚e Ros‚ 2019	"<div id=""wrapper"">
<div id=""container-wrapper"">
<div id=""content-wrapper"">
<div class=""contenu""><section id=""vue"">
<div class=""wysiwyg"">

D'une couleur trŠs pƒle, Triennes Ros‚ est un vin aromatique au nez de fruits rouges et de guimauve. La bouche est ronde, harmonieuse et bien ‚quilibr‚e. Il est dot‚ d'une belle fraŒcheur, tout en ‚l‚gance.

</div>
</section></div>
</div>
</div>
</div>
<footer>
<div id=""footer-wrapper"">
<div id=""footer-container""></div>
</div>
</footer>"	publish	closed	closed		triennes-igp-mediterranee-rose-2019	2020-08-27 17:25:03	2020-08-27 15:25:03		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4870	0	product		0
16289	0	0	0	0	22	taxable		2	2018-05-04 13:40:16	2018-05-04 11:40:16		Tempier Bandol Ros‚ 2019	"<div id=""wrapper"">
<div id=""container-wrapper"">
<div id=""content-wrapper"">
<div class=""contenu""><section id=""vue"">
<div class=""wysiwyg"">

Le ros‚ est issu d'une s‚lection de parcelles de vignes … moyenne d'ƒge de 20 ans offrant de petits rendements d'o— une concentration et l'expression de chaque c‚page qui se r‚vŠlent dans ce vin avec beaucoup d'intensit‚.
La pr‚sence de mourvŠdre lui donne beaucoup de caractŠre, d'‚quilibre et de complexit‚ sur la garde. Ce ros‚ attire par sa puissance au nez en parfum d e fruits et de fleurs.Sa bouche ample, ronde aux ar“mes de fruits (pˆche, grenade, etc.) avec une l‚gŠre teinte d'‚pices d‚voile une belle fraŒcheur par son ‚quilibre acide.

</div>
</section></div>
</div>
</div>
</div>
<footer>
<div id=""footer-wrapper"">
<div id=""footer-container""></div>
</div>
</footer>"	publish	closed	closed		tempier-bandol-rose-2019	2020-08-25 18:35:03	2020-08-25 16:35:03		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4876	0	product		0
14981	0	0	0	0	0	taxable		2	2018-05-11 13:57:21	2018-05-11 11:57:21		Saumaize-Michelin Mƒcon Vergisson Sur La Roche 2017	"<div id=""wrapper"">
<div id=""container-wrapper"">
<div id=""content-wrapper"">
<div class=""contenu""><section id=""vue"">
<div class=""wysiwyg"">

Les vignes d'altitude situ‚es sur un terroir caillouteux donnent un vin d'une grande tension avec un caractŠre min‚ral affirm‚.

</div>
</section></div>
</div>
</div>
</div>
<footer>
<div id=""footer-wrapper"">
<div id=""footer-container""></div>
</div>
</footer>"	publish	closed	closed		saumaize-michelin-macon-vergisson-sur-la-roche-2017	2020-08-04 09:30:06	2020-08-04 07:30:06		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4885	0	product		0
15773	0	0	0	0	5	taxable		2	2018-05-11 14:10:53	2018-05-11 12:10:53		Saumaize-Michelin Pouilly-Fuiss‚ Clos sur la Roche 2018	"<div id=""wrapper"">
<div id=""container-wrapper"">
<div id=""content-wrapper"">
<div class=""contenu""><section id=""vue"">
<div class=""wysiwyg"">

C'est la plus grande parcelle du domaine : 1.65 ha. Cette vigne ag‚e aux deux tiers de 30 ans et de 90 ans le reste, est situ‚e … part sur le revers de la Roche de Vergisson. Au milieu d'un biotope sous influence m‚diterran‚enne, elle a une maturit‚ pr‚coce. On retrouve dans le vin ce c“t‚ solaire soutenu par une matiŠre d'une grande consistance qui conjugue diff‚rents types de min‚ralit‚. La luminosit‚ de la parcelle apporte toujours un ‚clat suppl‚mentaire.

</div>
</section></div>
</div>
</div>
</div>
<footer>
<div id=""footer-wrapper"">
<div id=""footer-container""></div>
</div>
</footer>"	publish	closed	closed		saumaize-michelin-pouilly-fuisse-clos-sur-la-roche-2018	2020-07-31 09:30:09	2020-07-31 07:30:09		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4886	0	product		0
15776	0	0	0	0	0	taxable		2	2018-05-11 14:41:39	2018-05-11 12:41:39		Saumaize-Michelin Pouilly-Fuiss‚ Les Ronchevats 2018	"<div id=""wrapper"">
<div id=""container-wrapper"">
<div id=""content-wrapper"">
<div class=""contenu""><section id=""vue"">
<div class=""wysiwyg"">

Une trŠs belle parcelle sur des sols argileux. Beaucoup de caractŠre et de maturit‚ sur cette cuv‚e. Assez muscl‚, mais sec et svelte pour une finale tout en pr‚cision.

</div>
</section></div>
</div>
</div>
</div>
<footer>
<div id=""footer-wrapper"">
<div id=""footer-container""></div>
</div>
</footer>"	publish	closed	closed		saumaize-michelin-pouilly-fuisse-les-ronchevats-2018	2020-08-26 11:25:02	2020-08-26 09:25:02		0	https://www.wine-spirit.fr/?post_type=product&#038;p=4888	0	product		0
